engine,sl,ee,tp,is_sr,oos_sr,is_dd,oos_dd,is_calmar,oos_calmar,is_ret,oos_ret
close_only,0.015,1.0,0.0,3.398487433805427,3.0239716965337227,0.0350366189585031,0.0452291299908949,11.647870951675708,6.553007118705206,3.76102882217318,0.6194377715400001
close_only,0.015,1.0,0.01,3.266541607981474,2.874495339918244,0.0363272088618706,0.0456230476937836,10.694388853410691,6.111613726907667,3.4661931216514974,0.5789447672402825
close_only,0.015,1.0,0.02,3.3078326125685757,2.933861737613,0.0362156963005698,0.0454588193129904,10.90270152315099,6.283178310685022,3.560107546552594,0.5945619768265269
close_only,0.015,1.0,0.03,3.340420837600809,2.957677766231471,0.0356456349982482,0.0454588193129911,11.206643695625727,6.342297673622494,3.629366344551704,0.6007579407475978
close_only,0.015,1.0,0.05,3.3641235392875584,2.982659887779627,0.0353252725162284,0.045341393070434,11.4103640083677,6.426952101400093,3.6840087763184712,0.6079038900904352
close_only,0.015,1.0,0.08,3.3805391185119182,3.001734884692892,0.0353741341292348,0.0452291299908941,11.461035403697288,6.492917781012983,3.7198857858828687,0.6131383567120237
close_only,0.015,1.0,0.12,3.3839000339611403,3.0127367718964777,0.0353252725162282,0.0452291299908941,11.500640725968973,6.525207611658051,3.7327475384922257,0.6165220252309382
close_only,0.02,1.0,0.0,3.4056436394108323,3.0345299371833816,0.0350366189585032,0.0449448186793034,11.676556505175144,6.620074455962156,3.7765428040913696,0.6221095737501672
close_only,0.02,1.0,0.01,3.285317642545189,2.904918011291134,0.0357056305574728,0.0451781008052627,10.958220574210868,6.247735239147294,3.5070049605725666,0.5868195557992102
close_only,0.02,1.0,0.02,3.3233963151490475,2.9533511323876427,0.0355501179497945,0.0451745699244727,11.170962786045145,6.371719158870591,3.594194488677936,0.599665050815704
close_only,0.02,1.0,0.03,3.350358810056363,2.9757361077152336,0.0355501179497945,0.0451749074626356,11.281236761427644,6.4244268270214135,3.653265582950004,0.6051670435560832
close_only,0.02,1.0,0.05,3.373006095622648,2.9962368466554663,0.0352126439373988,0.0450571151884995,11.483632564462892,6.498951908939108,3.7037506388818535,0.6111820920143181
close_only,0.02,1.0,0.08,3.388911431757786,3.014164336480412,0.0353741341292349,0.0449448186793027,11.496026053778316,6.562817273619427,3.7388686652957777,0.6161399677672403
close_only,0.02,1.0,0.12,3.393390317030193,3.0218237182592502,0.0352126439373986,0.0449448186793027,11.576219308114528,6.589147344306554,3.7537453642000767,0.6188838665289262
